antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'Action, Comedy, Crime'})",frozenset({'Comedy'}),0.2558139534883721,0.37209302325581395,0.20930232558139536,0.8181818181818182,2.1988636363636367,0.11411573823688481,3.453488372093024
frozenset({'Comedy'}),"frozenset({'Animation, Adventure, Comedy', 'Action, Adventure, Comedy'})",0.37209302325581395,0.2558139534883721,0.20930232558139536,0.5625,2.1988636363636362,0.11411573823688481,1.7009966777408638
frozenset({'Comedy'}),"frozenset({'Action, Comedy, Crime'})",0.37209302325581395,0.2558139534883721,0.20930232558139536,0.5625,2.1988636363636362,0.11411573823688481,1.7009966777408638
"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi'})","frozenset({'Animation, Adventure, Comedy', 'Action, Adventure, Fantasy'})",0.32558139534883723,0.32558139534883723,0.23255813953488372,0.7142857142857142,2.1938775510204076,0.12655489453758786,2.360465116279069
"frozenset({'Animation, Adventure, Comedy', 'Action, Adventure, Fantasy'})","frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi'})",0.32558139534883723,0.32558139534883723,0.23255813953488372,0.7142857142857142,2.1938775510204076,0.12655489453758786,2.360465116279069
"frozenset({'Action, Adventure, Thriller'})","frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.2558139534883721,0.4186046511627907,0.23255813953488372,0.9090909090909091,2.1717171717171717,0.12547322877230935,6.3953488372092995
"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})","frozenset({'Action, Adventure, Thriller'})",0.4186046511627907,0.2558139534883721,0.23255813953488372,0.5555555555555555,2.1717171717171713,0.12547322877230935,1.6744186046511624
"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})","frozenset({'Comedy', 'Action, Crime, Thriller'})",0.4186046511627907,0.23255813953488372,0.20930232558139536,0.5,2.15,0.11195240670632775,1.5348837209302326
"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})","frozenset({'Comedy', 'Comedy, Drama, Romance'})",0.4186046511627907,0.23255813953488372,0.20930232558139536,0.5,2.15,0.11195240670632775,1.5348837209302326
"frozenset({'Comedy', 'Comedy, Drama, Romance'})","frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.23255813953488372,0.4186046511627907,0.20930232558139536,0.9,2.15,0.11195240670632775,5.813953488372094
"frozenset({'Action, Crime, Thriller'})","frozenset({'Comedy', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.3488372093023256,0.27906976744186046,0.20930232558139536,0.6,2.15,0.11195240670632775,1.8023255813953487
"frozenset({'Comedy', 'Action, Crime, Thriller'})","frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.23255813953488372,0.4186046511627907,0.20930232558139536,0.9,2.15,0.11195240670632775,5.813953488372094
"frozenset({'Comedy', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})","frozenset({'Action, Crime, Thriller'})",0.27906976744186046,0.3488372093023256,0.20930232558139536,0.75,2.15,0.11195240670632775,2.604651162790698
"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi'})","frozenset({'Comedy', 'Animation, Adventure, Comedy'})",0.32558139534883723,0.3023255813953488,0.20930232558139536,0.6428571428571428,2.1263736263736264,0.11087074094104922,1.953488372093023
"frozenset({'Comedy', 'Animation, Adventure, Comedy'})","frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi'})",0.3023255813953488,0.32558139534883723,0.20930232558139536,0.6923076923076924,2.1263736263736264,0.11087074094104922,2.19186046511628
frozenset({'Comedy'}),"frozenset({'Action, Adventure, Sci-Fi', 'Action, Adventure, Comedy'})",0.37209302325581395,0.3023255813953488,0.23255813953488372,0.625,2.0673076923076925,0.12006489994591672,1.8604651162790697
frozenset({'Comedy'}),"frozenset({'Comedy, Drama, Romance'})",0.37209302325581395,0.3023255813953488,0.23255813953488372,0.625,2.0673076923076925,0.12006489994591672,1.8604651162790697
"frozenset({'Action, Adventure, Sci-Fi', 'Action, Adventure, Comedy'})",frozenset({'Comedy'}),0.3023255813953488,0.37209302325581395,0.23255813953488372,0.7692307692307693,2.0673076923076925,0.12006489994591672,2.72093023255814
frozenset({'Comedy'}),"frozenset({'Animation, Adventure, Comedy', 'Comedy, Drama, Romance'})",0.37209302325581395,0.3023255813953488,0.23255813953488372,0.625,2.0673076923076925,0.12006489994591672,1.8604651162790697
"frozenset({'Animation, Adventure, Comedy', 'Comedy, Drama, Romance'})",frozenset({'Comedy'}),0.3023255813953488,0.37209302325581395,0.23255813953488372,0.7692307692307693,2.0673076923076925,0.12006489994591672,2.72093023255814
"frozenset({'Comedy, Drama, Romance'})",frozenset({'Comedy'}),0.3023255813953488,0.37209302325581395,0.23255813953488372,0.7692307692307693,2.0673076923076925,0.12006489994591672,2.72093023255814
"frozenset({'Action, Adventure, Fantasy'})","frozenset({'Comedy, Romance'})",0.4418604651162791,0.23255813953488372,0.20930232558139536,0.4736842105263158,2.0368421052631582,0.10654407787993511,1.4581395348837212
"frozenset({'Comedy, Romance'})","frozenset({'Action, Adventure, Fantasy'})",0.23255813953488372,0.4418604651162791,0.20930232558139536,0.9,2.036842105263158,0.10654407787993511,5.58139534883721
"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Comedy, Drama, Romance'})",frozenset({'Comedy'}),0.27906976744186046,0.37209302325581395,0.20930232558139536,0.75,2.015625,0.10546241211465658,2.511627906976744
frozenset({'Comedy'}),"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.37209302325581395,0.27906976744186046,0.20930232558139536,0.5625,2.015625,0.10546241211465658,1.6478405315614617
"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",frozenset({'Comedy'}),0.27906976744186046,0.37209302325581395,0.20930232558139536,0.75,2.015625,0.10546241211465658,2.511627906976744
"frozenset({'Action, Adventure, Sci-Fi', 'Comedy, Drama, Romance'})",frozenset({'Comedy'}),0.27906976744186046,0.37209302325581395,0.20930232558139536,0.75,2.015625,0.10546241211465658,2.511627906976744
frozenset({'Comedy'}),"frozenset({'Action, Adventure, Sci-Fi', 'Comedy, Drama, Romance'})",0.37209302325581395,0.27906976744186046,0.20930232558139536,0.5625,2.015625,0.10546241211465658,1.6478405315614617
frozenset({'Comedy'}),"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Comedy, Drama, Romance'})",0.37209302325581395,0.27906976744186046,0.20930232558139536,0.5625,2.015625,0.10546241211465658,1.6478405315614617
"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Fantasy'})","frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.27906976744186046,0.4186046511627907,0.23255813953488372,0.8333333333333334,1.9907407407407407,0.11573823688480259,3.4883720930232562
"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})","frozenset({'Action, Crime, Thriller', 'Action, Adventure, Fantasy'})",0.4186046511627907,0.27906976744186046,0.23255813953488372,0.5555555555555555,1.9907407407407405,0.11573823688480259,1.6220930232558135
"frozenset({'Comedy', 'Animation, Adventure, Comedy'})","frozenset({'Action, Crime, Thriller'})",0.3023255813953488,0.3488372093023256,0.20930232558139536,0.6923076923076924,1.984615384615385,0.10383991346673879,2.1162790697674425
"frozenset({'Comedy', 'Animation, Adventure, Comedy'})","frozenset({'Action, Adventure, Comedy'})",0.3023255813953488,0.3488372093023256,0.20930232558139536,0.6923076923076924,1.984615384615385,0.10383991346673879,2.1162790697674425
"frozenset({'Action, Crime, Thriller', 'Animation, Adventure, Comedy'})","frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})",0.3023255813953488,0.3488372093023256,0.20930232558139536,0.6923076923076924,1.984615384615385,0.10383991346673879,2.1162790697674425
"frozenset({'Comedy, Drama, Romance'})","frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})",0.3023255813953488,0.3488372093023256,0.20930232558139536,0.6923076923076924,1.984615384615385,0.10383991346673879,2.1162790697674425
"frozenset({'Animation, Adventure, Comedy', 'Comedy, Drama, Romance'})","frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})",0.3023255813953488,0.3488372093023256,0.20930232558139536,0.6923076923076924,1.984615384615385,0.10383991346673879,2.1162790697674425
"frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})","frozenset({'Comedy, Drama, Romance'})",0.3488372093023256,0.3023255813953488,0.20930232558139536,0.6,1.9846153846153847,0.10383991346673879,1.744186046511628
"frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})","frozenset({'Action, Crime, Thriller', 'Animation, Adventure, Comedy'})",0.3488372093023256,0.3023255813953488,0.20930232558139536,0.6,1.9846153846153847,0.10383991346673879,1.744186046511628
"frozenset({'Action, Adventure, Comedy'})","frozenset({'Comedy', 'Animation, Adventure, Comedy'})",0.3488372093023256,0.3023255813953488,0.20930232558139536,0.6,1.9846153846153847,0.10383991346673879,1.744186046511628
"frozenset({'Action, Crime, Thriller'})","frozenset({'Comedy', 'Animation, Adventure, Comedy'})",0.3488372093023256,0.3023255813953488,0.20930232558139536,0.6,1.9846153846153847,0.10383991346673879,1.744186046511628
"frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})","frozenset({'Animation, Adventure, Comedy', 'Comedy, Drama, Romance'})",0.3488372093023256,0.3023255813953488,0.20930232558139536,0.6,1.9846153846153847,0.10383991346673879,1.744186046511628
"frozenset({'Action, Adventure, Comedy'})",frozenset({'Comedy'}),0.3488372093023256,0.37209302325581395,0.2558139534883721,0.7333333333333334,1.9708333333333334,0.12601406165494863,2.3546511627906983
frozenset({'Comedy'}),"frozenset({'Action, Adventure, Comedy'})",0.37209302325581395,0.3488372093023256,0.2558139534883721,0.6875,1.9708333333333332,0.12601406165494863,2.083720930232558
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Comedy', 'Comedy, Drama, Romance'})",0.5116279069767442,0.23255813953488372,0.23255813953488372,0.45454545454545453,1.9545454545454546,0.11357490535424553,1.4069767441860466
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Comedy', 'Action, Adventure, Sci-Fi', 'Comedy, Drama, Romance'})",0.5116279069767442,0.20930232558139536,0.20930232558139536,0.4090909090909091,1.9545454545454546,0.10221741481882099,1.338103756708408
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Drama, Romance'})",0.5116279069767442,0.23255813953488372,0.23255813953488372,0.45454545454545453,1.9545454545454546,0.11357490535424553,1.4069767441860466
"frozenset({'Animation, Adventure, Comedy'})",frozenset({'Drama'}),0.5116279069767442,0.20930232558139536,0.20930232558139536,0.4090909090909091,1.9545454545454546,0.10221741481882099,1.338103756708408
"frozenset({'Comedy', 'Action, Adventure, Fantasy'})","frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.2558139534883721,0.4186046511627907,0.20930232558139536,0.8181818181818182,1.9545454545454546,0.10221741481882099,3.1976744186046515
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Comedy, Drama, Romance'})",0.5116279069767442,0.3023255813953488,0.3023255813953488,0.5909090909090908,1.9545454545454544,0.1476473769605192,1.705426356589147
"frozenset({'Comedy', 'Action, Adventure, Sci-Fi', 'Comedy, Drama, Romance'})","frozenset({'Animation, Adventure, Comedy'})",0.20930232558139536,0.5116279069767442,0.20930232558139536,1.0,1.9545454545454544,0.10221741481882099,inf
"frozenset({'Comedy, Drama, Romance'})","frozenset({'Animation, Adventure, Comedy'})",0.3023255813953488,0.5116279069767442,0.3023255813953488,1.0,1.9545454545454544,0.1476473769605192,inf
"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})","frozenset({'Comedy', 'Action, Adventure, Fantasy'})",0.4186046511627907,0.2558139534883721,0.20930232558139536,0.5,1.9545454545454544,0.10221741481882099,1.4883720930232558
"frozenset({'Drama, Romance'})","frozenset({'Animation, Adventure, Comedy'})",0.23255813953488372,0.5116279069767442,0.23255813953488372,1.0,1.9545454545454544,0.11357490535424553,inf
"frozenset({'Action, Adventure, Sci-Fi', 'Comedy, Drama, Romance'})","frozenset({'Animation, Adventure, Comedy'})",0.27906976744186046,0.5116279069767442,0.27906976744186046,1.0,1.9545454545454544,0.13628988642509463,inf
frozenset({'Drama'}),"frozenset({'Animation, Adventure, Comedy'})",0.20930232558139536,0.5116279069767442,0.20930232558139536,1.0,1.9545454545454544,0.10221741481882099,inf
"frozenset({'Comedy', 'Comedy, Drama, Romance'})","frozenset({'Animation, Adventure, Comedy'})",0.23255813953488372,0.5116279069767442,0.23255813953488372,1.0,1.9545454545454544,0.11357490535424553,inf
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Action, Adventure, Sci-Fi', 'Comedy, Drama, Romance'})",0.5116279069767442,0.27906976744186046,0.27906976744186046,0.5454545454545454,1.9545454545454544,0.13628988642509463,1.5860465116279068
"frozenset({'Action, Adventure, Sci-Fi', 'Action, Adventure, Fantasy'})","frozenset({'Action, Crime, Thriller', 'Animation, Adventure, Comedy'})",0.3953488372093023,0.3023255813953488,0.23255813953488372,0.5882352941176471,1.9457013574660635,0.11303407247160628,1.6943521594684388
"frozenset({'Action, Crime, Thriller', 'Animation, Adventure, Comedy'})","frozenset({'Action, Adventure, Sci-Fi', 'Action, Adventure, Fantasy'})",0.3023255813953488,0.3953488372093023,0.23255813953488372,0.7692307692307693,1.9457013574660635,0.11303407247160628,2.62015503875969
"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi'})",frozenset({'Comedy'}),0.32558139534883723,0.37209302325581395,0.23255813953488372,0.7142857142857142,1.919642857142857,0.11141157382368846,2.1976744186046506
frozenset({'Comedy'}),"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi'})",0.37209302325581395,0.32558139534883723,0.23255813953488372,0.625,1.919642857142857,0.11141157382368846,1.7984496124031006
"frozenset({'Action, Adventure, Fantasy'})","frozenset({'Action, Crime, Thriller', 'Animation, Adventure, Comedy'})",0.4418604651162791,0.3023255813953488,0.2558139534883721,0.5789473684210527,1.9149797570850204,0.1222282314764738,1.6569767441860466
"frozenset({'Action, Crime, Thriller', 'Animation, Adventure, Comedy'})","frozenset({'Action, Adventure, Fantasy'})",0.3023255813953488,0.4418604651162791,0.2558139534883721,0.8461538461538463,1.9149797570850204,0.1222282314764738,3.6279069767441885
"frozenset({'Action, Crime, Thriller'})","frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})",0.3488372093023256,0.3488372093023256,0.23255813953488372,0.6666666666666666,1.911111111111111,0.1108707409410492,1.9534883720930232
"frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})","frozenset({'Action, Crime, Thriller'})",0.3488372093023256,0.3488372093023256,0.23255813953488372,0.6666666666666666,1.911111111111111,0.1108707409410492,1.9534883720930232
"frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})","frozenset({'Action, Adventure, Comedy'})",0.3488372093023256,0.3488372093023256,0.23255813953488372,0.6666666666666666,1.911111111111111,0.1108707409410492,1.9534883720930232
"frozenset({'Action, Adventure, Comedy'})","frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})",0.3488372093023256,0.3488372093023256,0.23255813953488372,0.6666666666666666,1.911111111111111,0.1108707409410492,1.9534883720930232
"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})","frozenset({'Action, Crime, Thriller'})",0.4186046511627907,0.3488372093023256,0.27906976744186046,0.6666666666666666,1.911111111111111,0.13304488912925905,1.9534883720930232
"frozenset({'Action, Crime, Thriller'})","frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.3488372093023256,0.4186046511627907,0.27906976744186046,0.7999999999999999,1.9111111111111108,0.13304488912925905,2.906976744186045
"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})","frozenset({'Action, Adventure, Fantasy'})",0.27906976744186046,0.4418604651162791,0.23255813953488372,0.8333333333333334,1.8859649122807018,0.10924824229313142,3.348837209302326
"frozenset({'Action, Adventure, Fantasy'})","frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.4418604651162791,0.27906976744186046,0.23255813953488372,0.5263157894736842,1.8859649122807016,0.10924824229313142,1.5219638242894056
"frozenset({'Action, Crime, Thriller', 'Animation, Adventure, Comedy'})",frozenset({'Comedy'}),0.3023255813953488,0.37209302325581395,0.20930232558139536,0.6923076923076924,1.8605769230769234,0.09680908599242836,2.040697674418605
"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Action, Adventure, Fantasy'})",frozenset({'Comedy'}),0.3023255813953488,0.37209302325581395,0.20930232558139536,0.6923076923076924,1.8605769230769234,0.09680908599242836,2.040697674418605
frozenset({'Comedy'}),"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy', 'Action, Adventure, Fantasy'})",0.37209302325581395,0.3023255813953488,0.20930232558139536,0.5625,1.8605769230769231,0.09680908599242836,1.5946843853820598
frozenset({'Comedy'}),"frozenset({'Action, Crime, Thriller', 'Animation, Adventure, Comedy'})",0.37209302325581395,0.3023255813953488,0.20930232558139536,0.5625,1.8605769230769231,0.09680908599242836,1.5946843853820598
"frozenset({'Action, Crime, Thriller'})","frozenset({'Action, Adventure, Sci-Fi', 'Action, Adventure, Fantasy'})",0.3488372093023256,0.3953488372093023,0.2558139534883721,0.7333333333333334,1.854901960784314,0.11790156841535968,2.2674418604651168
"frozenset({'Action, Adventure, Sci-Fi', 'Action, Adventure, Fantasy'})","frozenset({'Action, Crime, Thriller'})",0.3953488372093023,0.3488372093023256,0.2558139534883721,0.6470588235294118,1.8549019607843138,0.11790156841535968,1.844961240310078
"frozenset({'Action, Comedy, Crime'})","frozenset({'Action, Adventure, Fantasy'})",0.2558139534883721,0.4418604651162791,0.20930232558139536,0.8181818181818182,1.8516746411483254,0.09626825310978908,3.069767441860466
"frozenset({'Action, Adventure, Fantasy'})","frozenset({'Action, Comedy, Crime'})",0.4418604651162791,0.2558139534883721,0.20930232558139536,0.4736842105263158,1.8516746411483254,0.09626825310978908,1.413953488372093
"frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})","frozenset({'Animation, Adventure, Comedy', 'Action, Adventure, Fantasy'})",0.3488372093023256,0.32558139534883723,0.20930232558139536,0.6,1.8428571428571427,0.0957274202271498,1.6860465116279069
"frozenset({'Animation, Adventure, Comedy', 'Action, Adventure, Fantasy'})","frozenset({'Comedy', 'Action, Adventure, Sci-Fi'})",0.32558139534883723,0.3488372093023256,0.20930232558139536,0.6428571428571428,1.8428571428571425,0.0957274202271498,1.8232558139534882
"frozenset({'Action, Adventure, Fantasy'})","frozenset({'Action, Crime, Thriller'})",0.4418604651162791,0.3488372093023256,0.27906976744186046,0.631578947368421,1.8105263157894735,0.12493239588967009,1.7674418604651163
"frozenset({'Action, Crime, Thriller'})","frozenset({'Action, Adventure, Fantasy'})",0.3488372093023256,0.4418604651162791,0.27906976744186046,0.7999999999999999,1.8105263157894735,0.12493239588967009,2.790697674418604
"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Fantasy'})","frozenset({'Animation, Adventure, Comedy'})",0.27906976744186046,0.5116279069767442,0.2558139534883721,0.9166666666666667,1.7916666666666667,0.11303407247160627,5.860465116279075
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Action, Crime, Thriller', 'Action, Adventure, Fantasy'})",0.5116279069767442,0.27906976744186046,0.2558139534883721,0.5,1.7916666666666667,0.11303407247160627,1.441860465116279
"frozenset({'Action, Crime, Thriller'})",frozenset({'Comedy'}),0.3488372093023256,0.37209302325581395,0.23255813953488372,0.6666666666666666,1.7916666666666665,0.10275824770146025,1.883720930232558
frozenset({'Comedy'}),"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",0.37209302325581395,0.4186046511627907,0.27906976744186046,0.75,1.7916666666666665,0.12330989724175229,2.325581395348837
"frozenset({'Action, Adventure, Sci-Fi', 'Animation, Adventure, Comedy'})",frozenset({'Comedy'}),0.4186046511627907,0.37209302325581395,0.27906976744186046,0.6666666666666666,1.7916666666666665,0.12330989724175229,1.883720930232558
frozenset({'Comedy'}),"frozenset({'Action, Crime, Thriller'})",0.37209302325581395,0.3488372093023256,0.23255813953488372,0.625,1.7916666666666665,0.10275824770146025,1.736434108527132
"frozenset({'Action, Adventure, Fantasy'})","frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi'})",0.4418604651162791,0.32558139534883723,0.2558139534883721,0.5789473684210527,1.7781954887218046,0.11195240670632775,1.6017441860465116
"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi'})","frozenset({'Action, Adventure, Fantasy'})",0.32558139534883723,0.4418604651162791,0.2558139534883721,0.7857142857142857,1.7781954887218046,0.11195240670632775,2.6046511627906974
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Action, Adventure, Thriller'})",0.5116279069767442,0.2558139534883721,0.23255813953488372,0.45454545454545453,1.7768595041322313,0.1016765819361817,1.3643410852713178
"frozenset({'Action, Adventure, Thriller'})","frozenset({'Animation, Adventure, Comedy'})",0.2558139534883721,0.5116279069767442,0.23255813953488372,0.9090909090909091,1.7768595041322313,0.1016765819361817,5.372093023255812
"frozenset({'Crime, Drama, Thriller'})","frozenset({'Animation, Adventure, Comedy'})",0.2558139534883721,0.5116279069767442,0.23255813953488372,0.9090909090909091,1.7768595041322313,0.1016765819361817,5.372093023255812
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Crime, Drama, Thriller'})",0.5116279069767442,0.2558139534883721,0.23255813953488372,0.45454545454545453,1.7768595041322313,0.1016765819361817,1.3643410852713178
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Fantasy'})",0.5116279069767442,0.2558139534883721,0.23255813953488372,0.45454545454545453,1.7768595041322313,0.1016765819361817,1.3643410852713178
"frozenset({'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi', 'Action, Adventure, Fantasy'})","frozenset({'Animation, Adventure, Comedy'})",0.2558139534883721,0.5116279069767442,0.23255813953488372,0.9090909090909091,1.7768595041322313,0.1016765819361817,5.372093023255812
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Action, Adventure, Sci-Fi', 'Action, Adventure, Thriller'})",0.5116279069767442,0.2558139534883721,0.23255813953488372,0.45454545454545453,1.7768595041322313,0.1016765819361817,1.3643410852713178
"frozenset({'Action, Adventure, Sci-Fi', 'Action, Adventure, Thriller'})","frozenset({'Animation, Adventure, Comedy'})",0.2558139534883721,0.5116279069767442,0.23255813953488372,0.9090909090909091,1.7768595041322313,0.1016765819361817,5.372093023255812
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Comedy', 'Action, Crime, Thriller', 'Action, Adventure, Sci-Fi'})",0.5116279069767442,0.23255813953488372,0.20930232558139536,0.4090909090909091,1.7590909090909093,0.09031909140075717,1.2987477638640432
"frozenset({'Animation, Adventure, Comedy'})","frozenset({'Adventure, Family, Fantasy'})",0.5116279069767442,0.23255813953488372,0.20930232558139536,0.4090909090909091,1.7590909090909093,0.09031909140075717,1.2987477638640432
